PassengerId,Survived,Person_class,Sex,Age,Fare,Embarked,Family_members,Alone
547,True,2,female,19.0,26.0,Southampton,1,False
548,True,2,male,30.0,13.86,Cherbourg,0,True
549,False,3,male,33.0,20.52,Southampton,2,False
550,True,2,male,8.0,36.75,Southampton,2,False
551,True,1,male,17.0,110.88,Cherbourg,2,False
552,False,2,male,27.0,26.0,Southampton,0,True
553,False,3,male,25.0,7.83,Queenstown,0,True
554,True,3,male,22.0,7.22,Cherbourg,0,True
555,True,3,female,22.0,7.78,Southampton,0,True
556,False,1,male,62.0,26.55,Southampton,0,True
557,True,1,female,48.0,39.6,Cherbourg,1,False
558,False,1,male,40.0,227.52,Cherbourg,0,True
559,True,1,female,39.0,79.65,Southampton,2,False
560,True,3,female,36.0,17.4,Southampton,1,False
561,False,3,male,25.0,7.75,Queenstown,0,True
562,False,3,male,40.0,7.9,Southampton,0,True
563,False,2,male,28.0,13.5,Southampton,0,True
564,False,3,male,25.0,8.05,Southampton,0,True
565,False,3,female,22.0,8.05,Southampton,0,True
566,False,3,male,24.0,24.15,Southampton,2,False
567,False,3,male,19.0,7.9,Southampton,0,True
568,False,3,female,29.0,21.08,Southampton,4,False
569,False,3,male,25.0,7.23,Cherbourg,0,True
570,True,3,male,32.0,7.85,Southampton,0,True
571,True,2,male,62.0,10.5,Southampton,0,True
572,True,1,female,53.0,51.48,Southampton,2,False
573,True,1,male,36.0,26.39,Southampton,0,True
574,True,3,female,22.0,7.75,Queenstown,0,True
575,False,3,male,16.0,8.05,Southampton,0,True
576,False,3,male,19.0,14.5,Southampton,0,True
577,True,2,female,34.0,13.0,Southampton,0,True
578,True,1,female,39.0,55.9,Southampton,1,False
579,False,3,female,22.0,14.46,Cherbourg,1,False
580,True,3,male,32.0,7.92,Southampton,0,True
581,True,2,female,25.0,30.0,Southampton,2,False
582,True,1,female,39.0,110.88,Cherbourg,2,False
583,False,2,male,54.0,26.0,Southampton,0,True
584,False,1,male,36.0,40.12,Cherbourg,0,True
585,False,3,male,25.0,8.71,Cherbourg,0,True
586,True,1,female,18.0,79.65,Southampton,2,False
587,False,2,male,47.0,15.0,Southampton,0,True
588,True,1,male,60.0,79.2,Cherbourg,2,False
589,False,3,male,22.0,8.05,Southampton,0,True
590,False,3,male,25.0,8.05,Southampton,0,True
591,False,3,male,35.0,7.12,Southampton,0,True
592,True,1,female,52.0,78.27,Cherbourg,1,False
593,False,3,male,47.0,7.25,Southampton,0,True
594,False,3,female,22.0,7.75,Queenstown,2,False
595,False,2,male,37.0,26.0,Southampton,1,False
596,False,3,male,36.0,24.15,Southampton,2,False
597,True,2,female,28.0,33.0,Southampton,0,True
598,False,3,male,49.0,0.0,Southampton,0,True
599,False,3,male,25.0,7.22,Cherbourg,0,True
600,True,1,male,49.0,56.93,Cherbourg,1,False
601,True,2,female,24.0,27.0,Southampton,3,False
602,False,3,male,25.0,7.9,Southampton,0,True
603,False,1,male,40.0,42.4,Southampton,0,True
604,False,3,male,44.0,8.05,Southampton,0,True
605,True,1,male,35.0,26.55,Cherbourg,0,True
606,False,3,male,36.0,15.55,Southampton,1,False
607,False,3,male,30.0,7.9,Southampton,0,True
608,True,1,male,27.0,30.5,Southampton,0,True
609,True,2,female,22.0,41.58,Cherbourg,3,False
610,True,1,female,40.0,153.46,Southampton,0,True
611,False,3,female,39.0,31.28,Southampton,6,False
612,False,3,male,25.0,7.05,Southampton,0,True
613,True,3,female,22.0,15.5,Queenstown,1,False
614,False,3,male,25.0,7.75,Queenstown,0,True
615,False,3,male,35.0,8.05,Southampton,0,True
616,True,2,female,24.0,65.0,Southampton,3,False
617,False,3,male,34.0,14.4,Southampton,2,False
618,False,3,female,26.0,16.1,Southampton,1,False
619,True,2,female,4.0,39.0,Southampton,3,False
620,False,2,male,26.0,10.5,Southampton,0,True
621,False,3,male,27.0,14.45,Cherbourg,1,False
622,True,1,male,42.0,52.55,Southampton,1,False
623,True,3,male,20.0,15.74,Cherbourg,2,False
624,False,3,male,21.0,7.85,Southampton,0,True
625,False,3,male,21.0,16.1,Southampton,0,True
626,False,1,male,61.0,32.32,Southampton,0,True
627,False,2,male,57.0,12.35,Queenstown,0,True
628,True,1,female,21.0,77.96,Southampton,0,True
629,False,3,male,26.0,7.9,Southampton,0,True
630,False,3,male,25.0,7.73,Queenstown,0,True
631,True,1,male,80.0,30.0,Southampton,0,True
632,False,3,male,51.0,7.05,Southampton,0,True
633,True,1,male,32.0,30.5,Cherbourg,0,True
634,False,1,male,40.0,0.0,Southampton,0,True
635,False,3,female,9.0,27.9,Southampton,5,False
636,True,2,female,28.0,13.0,Southampton,0,True
637,False,3,male,32.0,7.92,Southampton,0,True
638,False,2,male,31.0,26.25,Southampton,2,False
639,False,3,female,41.0,39.69,Southampton,5,False
640,False,3,male,25.0,16.1,Southampton,1,False
641,False,3,male,20.0,7.85,Southampton,0,True
642,True,1,female,24.0,69.3,Cherbourg,0,True
643,False,3,female,2.0,27.9,Southampton,5,False
644,True,3,male,25.0,56.5,Southampton,0,True
645,True,3,female,0.75,19.26,Cherbourg,3,False
646,True,1,male,48.0,76.73,Cherbourg,1,False
647,False,3,male,19.0,7.9,Southampton,0,True
648,True,1,male,56.0,35.5,Cherbourg,0,True
649,False,3,male,25.0,7.55,Southampton,0,True
650,True,3,female,23.0,7.55,Southampton,0,True
651,False,3,male,25.0,7.9,Southampton,0,True
652,True,2,female,18.0,23.0,Southampton,1,False
653,False,3,male,21.0,8.43,Southampton,0,True
654,True,3,female,22.0,7.83,Queenstown,0,True
655,False,3,female,18.0,6.75,Queenstown,0,True
656,False,2,male,24.0,73.5,Southampton,2,False
657,False,3,male,25.0,7.9,Southampton,0,True
658,False,3,female,32.0,15.5,Queenstown,2,False
659,False,2,male,23.0,13.0,Southampton,0,True
660,False,1,male,58.0,113.28,Cherbourg,2,False
661,True,1,male,50.0,133.65,Southampton,2,False
662,False,3,male,40.0,7.22,Cherbourg,0,True
663,False,1,male,47.0,25.59,Southampton,0,True
664,False,3,male,36.0,7.5,Southampton,0,True
665,True,3,male,20.0,7.92,Southampton,1,False
666,False,2,male,32.0,73.5,Southampton,2,False
667,False,2,male,25.0,13.0,Southampton,0,True
668,False,3,male,25.0,7.78,Southampton,0,True
669,False,3,male,43.0,8.05,Southampton,0,True
670,True,1,female,35.0,52.0,Southampton,1,False
671,True,2,female,40.0,39.0,Southampton,2,False
672,False,1,male,31.0,52.0,Southampton,1,False
673,False,2,male,70.0,10.5,Southampton,0,True
674,True,2,male,31.0,13.0,Southampton,0,True
675,False,2,male,30.0,0.0,Southampton,0,True
676,False,3,male,18.0,7.78,Southampton,0,True
677,False,3,male,24.5,8.05,Southampton,0,True
678,True,3,female,18.0,9.84,Southampton,0,True
679,False,3,female,43.0,46.9,Southampton,7,False
680,True,1,male,36.0,512.33,Cherbourg,1,False
681,False,3,female,22.0,8.14,Queenstown,0,True
682,True,1,male,27.0,76.73,Cherbourg,0,True
683,False,3,male,20.0,9.22,Southampton,0,True
684,False,3,male,14.0,46.9,Southampton,7,False
685,False,2,male,60.0,39.0,Southampton,2,False
686,False,2,male,25.0,41.58,Cherbourg,3,False
687,False,3,male,14.0,39.69,Southampton,5,False
688,False,3,male,19.0,10.17,Southampton,0,True
689,False,3,male,18.0,7.8,Southampton,0,True
690,True,1,female,15.0,211.34,Southampton,1,False
691,True,1,male,31.0,57.0,Southampton,1,False
692,True,3,female,4.0,13.42,Cherbourg,1,False
693,True,3,male,25.0,56.5,Southampton,0,True
694,False,3,male,25.0,7.22,Cherbourg,0,True
695,False,1,male,60.0,26.55,Southampton,0,True
696,False,2,male,52.0,13.5,Southampton,0,True
697,False,3,male,44.0,8.05,Southampton,0,True
698,True,3,female,22.0,7.73,Queenstown,0,True
699,False,1,male,49.0,110.88,Cherbourg,2,False
700,False,3,male,42.0,7.65,Southampton,0,True
701,True,1,female,18.0,227.52,Cherbourg,1,False
702,True,1,male,35.0,26.29,Southampton,0,True
703,False,3,female,18.0,14.45,Cherbourg,1,False
704,False,3,male,25.0,7.74,Queenstown,0,True
705,False,3,male,26.0,7.85,Southampton,1,False
706,False,2,male,39.0,26.0,Southampton,0,True
707,True,2,female,45.0,13.5,Southampton,0,True
708,True,1,male,42.0,26.29,Southampton,0,True
709,True,1,female,22.0,151.55,Southampton,0,True
710,True,3,male,25.0,15.25,Cherbourg,2,False
711,True,1,female,24.0,49.5,Cherbourg,0,True
712,False,1,male,40.0,26.55,Southampton,0,True
713,True,1,male,48.0,52.0,Southampton,1,False
714,False,3,male,29.0,9.48,Southampton,0,True
715,False,2,male,52.0,13.0,Southampton,0,True
716,False,3,male,19.0,7.65,Southampton,0,True
717,True,1,female,38.0,227.52,Cherbourg,0,True
718,True,2,female,27.0,10.5,Southampton,0,True
719,False,3,male,25.0,15.5,Queenstown,0,True
720,False,3,male,33.0,7.78,Southampton,0,True
721,True,2,female,6.0,33.0,Southampton,1,False
722,False,3,male,17.0,7.05,Southampton,1,False
723,False,2,male,34.0,13.0,Southampton,0,True
724,False,2,male,50.0,13.0,Southampton,0,True
725,True,1,male,27.0,53.1,Southampton,1,False
726,False,3,male,20.0,8.66,Southampton,0,True
727,True,2,female,30.0,21.0,Southampton,3,False
728,True,3,female,22.0,7.74,Queenstown,0,True
729,False,2,male,25.0,26.0,Southampton,1,False
730,False,3,female,25.0,7.92,Southampton,1,False
731,True,1,female,29.0,211.34,Southampton,0,True
732,False,3,male,11.0,18.79,Cherbourg,0,True
733,False,2,male,30.0,0.0,Southampton,0,True
734,False,2,male,23.0,13.0,Southampton,0,True
735,False,2,male,23.0,13.0,Southampton,0,True
736,False,3,male,28.5,16.1,Southampton,0,True
737,False,3,female,48.0,34.38,Southampton,4,False
738,True,1,male,35.0,512.33,Cherbourg,0,True
739,False,3,male,25.0,7.9,Southampton,0,True
740,False,3,male,25.0,7.9,Southampton,0,True
741,True,1,male,40.0,30.0,Southampton,0,True
742,False,1,male,36.0,78.85,Southampton,1,False
743,True,1,female,21.0,262.38,Cherbourg,4,False
744,False,3,male,24.0,16.1,Southampton,1,False
745,True,3,male,31.0,7.92,Southampton,0,True
746,False,1,male,70.0,71.0,Southampton,2,False
747,False,3,male,16.0,20.25,Southampton,2,False
748,True,2,female,30.0,13.0,Southampton,0,True
749,False,1,male,19.0,53.1,Southampton,1,False
750,False,3,male,31.0,7.75,Queenstown,0,True
751,True,2,female,4.0,23.0,Southampton,2,False
752,True,3,male,6.0,12.48,Southampton,1,False
753,False,3,male,33.0,9.5,Southampton,0,True
754,False,3,male,23.0,7.9,Southampton,0,True
755,True,2,female,48.0,65.0,Southampton,3,False
756,True,2,male,0.67,14.5,Southampton,2,False
757,False,3,male,28.0,7.8,Southampton,0,True
758,False,2,male,18.0,11.5,Southampton,0,True
759,False,3,male,34.0,8.05,Southampton,0,True
760,True,1,female,33.0,86.5,Southampton,0,True
761,False,3,male,25.0,14.5,Southampton,0,True
762,False,3,male,41.0,7.12,Southampton,0,True
763,True,3,male,20.0,7.23,Cherbourg,0,True
764,True,1,female,36.0,120.0,Southampton,3,False
765,False,3,male,16.0,7.78,Southampton,0,True
766,True,1,female,51.0,77.96,Southampton,1,False
767,False,1,male,40.0,39.6,Cherbourg,0,True
768,False,3,female,30.5,7.75,Queenstown,0,True
769,False,3,male,25.0,24.15,Queenstown,1,False
770,False,3,male,32.0,8.36,Southampton,0,True
771,False,3,male,24.0,9.5,Southampton,0,True
772,False,3,male,48.0,7.85,Southampton,0,True
773,False,2,female,57.0,10.5,Southampton,0,True
774,False,3,male,25.0,7.22,Cherbourg,0,True
775,True,2,female,54.0,23.0,Southampton,4,False
776,False,3,male,18.0,7.75,Southampton,0,True
777,False,3,male,25.0,7.75,Queenstown,0,True
778,True,3,female,5.0,12.48,Southampton,0,True
779,False,3,male,25.0,7.74,Queenstown,0,True
780,True,1,female,43.0,211.34,Southampton,1,False
781,True,3,female,13.0,7.23,Cherbourg,0,True
782,True,1,female,17.0,57.0,Southampton,1,False
783,False,1,male,29.0,30.0,Southampton,0,True
784,False,3,male,25.0,23.45,Southampton,3,False
785,False,3,male,25.0,7.05,Southampton,0,True
786,False,3,male,25.0,7.25,Southampton,0,True
787,True,3,female,18.0,7.5,Southampton,0,True
788,False,3,male,8.0,29.12,Queenstown,5,False
789,True,3,male,1.0,20.58,Southampton,3,False
790,False,1,male,46.0,79.2,Cherbourg,0,True
791,False,3,male,25.0,7.75,Queenstown,0,True
792,False,2,male,16.0,26.0,Southampton,0,True
793,False,3,female,22.0,69.55,Southampton,10,False
794,False,1,male,40.0,30.7,Cherbourg,0,True
795,False,3,male,25.0,7.9,Southampton,0,True
796,False,2,male,39.0,13.0,Southampton,0,True
797,True,1,female,49.0,25.93,Southampton,0,True
798,True,3,female,31.0,8.68,Southampton,0,True
799,False,3,male,30.0,7.23,Cherbourg,0,True
800,False,3,female,30.0,24.15,Southampton,2,False
801,False,2,male,34.0,13.0,Southampton,0,True
802,True,2,female,31.0,26.25,Southampton,2,False
803,True,1,male,11.0,120.0,Southampton,3,False
804,True,3,male,0.42,8.52,Cherbourg,1,False
805,True,3,male,27.0,6.98,Southampton,0,True
806,False,3,male,31.0,7.78,Southampton,0,True
807,False,1,male,39.0,0.0,Southampton,0,True
808,False,3,female,18.0,7.78,Southampton,0,True
809,False,2,male,39.0,13.0,Southampton,0,True
810,True,1,female,33.0,53.1,Southampton,1,False
811,False,3,male,26.0,7.89,Southampton,0,True
812,False,3,male,39.0,24.15,Southampton,0,True
813,False,2,male,35.0,10.5,Southampton,0,True
814,False,3,female,6.0,31.28,Southampton,6,False
815,False,3,male,30.5,8.05,Southampton,0,True
816,False,1,male,40.0,0.0,Southampton,0,True
817,False,3,female,23.0,7.92,Southampton,0,True
818,False,2,male,31.0,37.0,Cherbourg,2,False
819,False,3,male,43.0,6.45,Southampton,0,True
820,False,3,male,10.0,27.9,Southampton,5,False
821,True,1,female,52.0,93.5,Southampton,2,False
822,True,3,male,27.0,8.66,Southampton,0,True
823,False,1,male,38.0,0.0,Southampton,0,True
824,True,3,female,27.0,12.48,Southampton,1,False
825,False,3,male,2.0,39.69,Southampton,5,False
826,False,3,male,25.0,6.95,Queenstown,0,True
827,False,3,male,25.0,56.5,Southampton,0,True
828,True,2,male,1.0,37.0,Cherbourg,2,False
829,True,3,male,25.0,7.75,Queenstown,0,True
830,True,1,female,62.0,80.0,,0,True
831,True,3,female,15.0,14.45,Cherbourg,1,False
832,True,2,male,0.83,18.75,Southampton,2,False
833,False,3,male,25.0,7.23,Cherbourg,0,True
834,False,3,male,23.0,7.85,Southampton,0,True
835,False,3,male,18.0,8.3,Southampton,0,True
836,True,1,female,39.0,83.16,Cherbourg,2,False
837,False,3,male,21.0,8.66,Southampton,0,True
838,False,3,male,25.0,8.05,Southampton,0,True
839,True,3,male,32.0,56.5,Southampton,0,True
840,True,1,male,40.0,29.7,Cherbourg,0,True
841,False,3,male,20.0,7.92,Southampton,0,True
842,False,2,male,16.0,10.5,Southampton,0,True
843,True,1,female,30.0,31.0,Cherbourg,0,True
844,False,3,male,34.5,6.44,Cherbourg,0,True
845,False,3,male,17.0,8.66,Southampton,0,True
846,False,3,male,42.0,7.55,Southampton,0,True
847,False,3,male,25.0,69.55,Southampton,10,False
848,False,3,male,35.0,7.9,Cherbourg,0,True
849,False,2,male,28.0,33.0,Southampton,1,False
850,True,1,female,35.0,89.1,Cherbourg,1,False
851,False,3,male,4.0,31.28,Southampton,6,False
852,False,3,male,74.0,7.78,Southampton,0,True
853,False,3,female,9.0,15.25,Cherbourg,2,False
854,True,1,female,16.0,39.4,Southampton,1,False
855,False,2,female,44.0,26.0,Southampton,1,False
856,True,3,female,18.0,9.35,Southampton,1,False
857,True,1,female,45.0,164.87,Southampton,2,False
858,True,1,male,51.0,26.55,Southampton,0,True
859,True,3,female,24.0,19.26,Cherbourg,3,False
860,False,3,male,25.0,7.23,Cherbourg,0,True
861,False,3,male,41.0,14.11,Southampton,2,False
862,False,2,male,21.0,11.5,Southampton,1,False
863,True,1,female,48.0,25.93,Southampton,0,True
864,False,3,female,22.0,69.55,Southampton,10,False
865,False,2,male,24.0,13.0,Southampton,0,True
866,True,2,female,42.0,13.0,Southampton,0,True
867,True,2,female,27.0,13.86,Cherbourg,1,False
868,False,1,male,31.0,50.5,Southampton,0,True
869,False,3,male,25.0,9.5,Southampton,0,True
870,True,3,male,4.0,11.13,Southampton,2,False
871,False,3,male,26.0,7.9,Southampton,0,True
872,True,1,female,47.0,52.55,Southampton,2,False
873,False,1,male,33.0,5.0,Southampton,0,True
874,False,3,male,47.0,9.0,Southampton,0,True
875,True,2,female,28.0,24.0,Cherbourg,1,False
876,True,3,female,15.0,7.22,Cherbourg,0,True
877,False,3,male,20.0,9.85,Southampton,0,True
878,False,3,male,19.0,7.9,Southampton,0,True
879,False,3,male,25.0,7.9,Southampton,0,True
880,True,1,female,56.0,83.16,Cherbourg,1,False
881,True,2,female,25.0,26.0,Southampton,1,False
882,False,3,male,33.0,7.9,Southampton,0,True
883,False,3,female,22.0,10.52,Southampton,0,True
884,False,2,male,28.0,10.5,Southampton,0,True
885,False,3,male,25.0,7.05,Southampton,0,True
886,False,3,female,39.0,29.12,Queenstown,5,False
887,False,2,male,27.0,13.0,Southampton,0,True
888,True,1,female,19.0,30.0,Southampton,0,True
889,False,3,female,22.0,23.45,Southampton,3,False
890,True,1,male,26.0,30.0,Cherbourg,0,True
891,False,3,male,32.0,7.75,Queenstown,0,True
